"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"AMSWA","American Software, Inc.","15.39","$482.73M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/amswa",
"AMSC","American Superconductor Corporation","7.83","$170.42M","1991","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/amsc",
"AMWD","American Woodmark Corporation","102.69","$1.74B","1986","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/amwd",
"CRMT","America&#39;s Car-Mart, Inc.","105.38","$701.69M","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/crmt",
"ABCB","Ameris Bancorp","42.76","$2.98B","1994","Finance","Major Banks","https://old.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","65.33","$1.26B","2005","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","4.16","$71.3M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/asrv",
"ASRVP","AmeriServ Financial Inc.","29.525","$620025","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/asrvp",
"ATLO","Ames National Corporation","27.75","$255.93M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/atlo",
"AMGN","Amgen Inc.","232.77","$138.31B","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/amgn",
"FOLD","Amicus Therapeutics, Inc.","10.74","$2.74B","2007","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fold",
"AMKR","Amkor Technology, Inc.","11.74","$2.82B","1998","Technology","Semiconductors","https://old.nasdaq.com/symbol/amkr",
"AMPH","Amphastar Pharmaceuticals, Inc.","19.03","$893.23M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/amph",
"IBUY","Amplify Online Retail ETF","48.8148","$236.75M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibuy",
"AMHCU","Amplitude Healthcare Acquisition Corporation","9.97","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/amhcu",
"ASYS","Amtech Systems, Inc.","5.85","$83.46M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/asys",
"AMRS","Amyris, Inc.","3.94","$411.38M","2010","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/amrs",
"ADI","Analog Devices, Inc.","110.25","$40.73B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/adi",
"ANAB","AnaptysBio, Inc.","14.31","$388.28M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/anab",
"AVXL","Anavex Life Sciences Corp.","2.36","$124.26M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/avxl",
"ANCN","Anchiano Therapeutics Ltd.","1.8","$13.36M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ancn",
"ANDA","Andina Acquisition Corp. III","10.05","$139.64M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/anda",
"ANDAR","Andina Acquisition Corp. III","0.29","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/andar",
"ANDAU","Andina Acquisition Corp. III","10.54","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/andau",
"ANDAW","Andina Acquisition Corp. III","0.22","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/andaw",
"ANGI","ANGI Homeservices Inc.","7.57","$3.81B","n/a","Consumer Services","Advertising","https://old.nasdaq.com/symbol/angi",
"ANGO","AngioDynamics, Inc.","15.24","$573.33M","2004","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ango",
"ANIP","ANI Pharmaceuticals, Inc.","59.53","$719.78M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/anip",
"ANIK","Anika Therapeutics Inc.","56.89","$811.78M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/anik",
"ANIX","Anixa Biosciences, Inc.","3.76","$75.98M","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/anix",
"ANSS","ANSYS, Inc.","250.37","$21.4B","1996","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/anss",
"ATRS","Antares Pharma, Inc.","5.06","$825.92M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/atrs",
"ATEX","Anterix Inc.","42.77","$732.5M","2015","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/atex",
"APLS","Apellis Pharmaceuticals, Inc.","29.93","$1.91B","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/apls",
"APEX","Apex Global Brands Inc.","1.07","$5.91M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/apex",
"APXT","Apex Technology Acquisition Corporation","10.25","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/apxt",
"APXTU","Apex Technology Acquisition Corporation","10.35","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/apxtu",
"APXTW","Apex Technology Acquisition Corporation","1.2","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/apxtw",
"APOG","Apogee Enterprises, Inc.","37.59","$998.19M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/apog",
"APEN","Apollo Endosurgery, Inc.","2.7833","$58.29M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/apen",
"AINV","Apollo Investment Corporation","16.82","$1.12B","2004","n/a","n/a","https://old.nasdaq.com/symbol/ainv",
"AMEH","Apollo Medical Holdings, Inc.","18.37","$640.98M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/ameh",
"APPF","AppFolio, Inc.","114.42","$3.9B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/appf",
"APPN","Appian Corporation","41.21","$2.77B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/appn",
"AAPL","Apple Inc.","259.45","$1152.81B","1980","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/aapl",
"APDN","Applied DNA Sciences, Inc.","3.95","$13.77M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/apdn",
"AGTC","Applied Genetic Technologies Corporation","2.77","$50.46M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/agtc",
"AMAT","Applied Materials, Inc.","55.34","$51.12B","1972","Technology","Semiconductors","https://old.nasdaq.com/symbol/amat",
"AAOI","Applied Optoelectronics, Inc.","10.35","$208.16M","2013","Technology","Semiconductors","https://old.nasdaq.com/symbol/aaoi",
"APLT","Applied Therapeutics, Inc.","19.72","$336.27M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aplt",
"APRE","Aprea Therapeutics, Inc.","25.14","$499.7M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/apre",
"APVO","Aptevo Therapeutics Inc.","0.64","$28.98M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/apvo",
"APTX","Aptinyx Inc.","3.85","$129.61M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aptx",
"APM","Aptorum Group Limited","15.2","$441.33M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/apm",
"APTO","Aptose Biosciences, Inc.","2.53","$140.28M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/apto",
"APYX","Apyx Medical Corporation","7.33","$248.64M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/apyx",
"AQMS","Aqua Metals, Inc.","0.7467","$42.53M","2015","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/aqms",
"AQB","AquaBounty Technologies, Inc.","2.21","$47.75M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aqb",
"AQST","Aquestive Therapeutics, Inc.","8.75","$219.13M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aqst",
"ARAV","Aravive, Inc.","11.53","$130.44M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/arav",
"ABUS","Arbutus Biopharma Corporation","2","$113.7M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/abus",
"ABIO","ARCA biopharma, Inc.","5.47","$8.72M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/abio",
"RKDA","Arcadia Biosciences, Inc.","5.21","$44.89M","2015","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/rkda",
"ARCB","ArcBest Corporation","26.99","$688.43M","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/arcb",
"ACGL","Arch Capital Group Ltd.","40.62","$16.46B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/acgl",
"ACGLO","Arch Capital Group Ltd.","25.48","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/acglo",
"ACGLP","Arch Capital Group Ltd.","25.06","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/acglp",
"FUV","Arcimoto, Inc.","1.71","$33.24M","2017","Consumer Non-Durables","Motor Vehicles","https://old.nasdaq.com/symbol/fuv",
"ARCE","Arco Platform Limited","43.22","$2.22B","2018","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/arce",
"ARCT","Arcturus Therapeutics Holdings Inc.","9.6","$145.2M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/arct",
"ARDX","Ardelyx, Inc.","8.05","$506.41M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ardx",
"ARNA","Arena Pharmaceuticals, Inc.","45.93","$2.3B","2000","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/arna",
"ARCC","Ares Capital Corporation","18.71","$7.99B","2004","n/a","n/a","https://old.nasdaq.com/symbol/arcc",
"ARGX","argenx SE","147.17","$5.61B","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/argx",
"ARDS","Aridis Pharmaceuticals Inc.","4.75","$42.33M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ards",
"ARKR","Ark Restaurants Corp.","20.05","$70.15M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/arkr",
"ARTX","Arotech Corporation","2.99","$79.73M","1994","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/artx",
"ARQL","ArQule, Inc.","9.11","$1.1B","1996","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/arql",
"DWCR","Arrow DWA Country Rotation ETF","27.06","$10.82M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwcr",
"DWAT","Arrow DWA Tactical ETF","11.076","$4.43M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwat",
"AROW","Arrow Financial Corporation","34.98","$523.88M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Pharmaceuticals, Inc.","68.66","$6.54B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/arwr",
"ARTL","Artelo Biosciences, Inc.","2.4479","$8.36M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/artl",
"ARTLW","Artelo Biosciences, Inc.","0.535","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/artlw",
"ARTNA","Artesian Resources Corporation","37.4","$347.27M","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/artna",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","1.89","$8.12M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/artw",
"ARVN","Arvinas, Inc.","37.66","$1.27B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/arvn",
"ARYA","ARYA Sciences Acquisition Corp.","10.84","$194.78M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/arya",
"ARYAU","ARYA Sciences Acquisition Corp.","11.19","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/aryau",
"ARYAW","ARYA Sciences Acquisition Corp.","1.63","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/aryaw",
"ASNA","Ascena Retail Group, Inc.","0.4294","$85.56M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/asna",
"ASND","Ascendis Pharma A/S","113.75","$5.43B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/asnd",
"APWC","Asia Pacific Wire & Cable Corporation Limited","1.29","$17.83M","n/a","Basic Industries","Telecommunications Equipment","https://old.nasdaq.com/symbol/apwc",
"ASLN","ASLAN Pharmaceuticals Limited","2.62","$83.97M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/asln",
"ASML","ASML Holding N.V.","264.84","$111.54B","1995","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/asml",
"ASPU","Aspen Group Inc.","6.94","$132.98M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/aspu",
"AZPN","Aspen Technology, Inc.","122.51","$8.36B","1994","Technology","EDP Services","https://old.nasdaq.com/symbol/azpn",
"ASMB","Assembly Biosciences, Inc.","16.4","$427.17M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/asmb",
"ASRT","Assertio Therapeutics, Inc.","0.7414","$59.82M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/asrt",
"ASFI","Asta Funding, Inc.","10.39","$68.25M","1995","Finance","Finance Companies","https://old.nasdaq.com/symbol/asfi",
"ASTE","Astec Industries, Inc.","37.44","$844.14M","1986","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/aste",
"ATRO","Astronics Corporation","28.68","$885.44M","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/atro",
"ALOT","AstroNova, Inc.","14.61","$103M","1983","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/alot",
"ASTC","Astrotech Corporation","1.86","$11.02M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/astc",
"ASUR","Asure Software Inc","8.15","$126.74M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/asur",
"AACG","ATA Creativity Global","1.7437","$41.49M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/aacg",
"ATRA","Atara Biotherapeutics, Inc.","13.83","$748.9M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/atra",
"ATNX","Athenex, Inc.","15.985","$1.24B","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/atnx",
"ATHX","Athersys, Inc.","1.31","$205.23M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/athx",
"ATIF","ATIF Holdings Limited","2.8","$109.2M","2019","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/atif",
"AAME","Atlantic American Corporation","1.79","$36.09M","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/aame",
"ACBI","Atlantic Capital Bancshares, Inc.","18.45","$403.84M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/acbi",
"AUB","Atlantic Union Bankshares Corporation","37.16","$3.02B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/aub",
"AY","Atlantica Yield plc","25.5","$2.59B","2014","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ay",
"ATLC","Atlanticus Holdings Corporation","7.945","$127.89M","1995","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/atlc",
"AAWW","Atlas Air Worldwide Holdings","24.675","$638.36M","n/a","Transportation","Transportation Services","https://old.nasdaq.com/symbol/aaww",
"AFH","Atlas Financial Holdings, Inc.","0.5699","$6.8M","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/afh",
"TEAM","Atlassian Corporation Plc","123.55","$30.17B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/team",
"ATNI","ATN International, Inc.","55.87","$893.82M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/atni",
"ATOM","Atomera Incorporated","3.17","$54.26M","2016","Technology","Semiconductors","https://old.nasdaq.com/symbol/atom",
"ATOS","Atossa Genetics Inc.","1.44","$13.15M","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/atos",
"BCEL","Atreca, Inc.","13.34","$372.82M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bcel",
"ATRC","AtriCure, Inc.","29.65","$1.17B","2005","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/atrc",
"ATRI","Atrion Corporation","707.5","$1.31B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/atri",
"LIFE","aTyr Pharma, Inc.","4.5127","$17.56M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/life",
"AUBN","Auburn National Bancorporation, Inc.","42.71","$152.31M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/aubn",
"BOLD","Audentes Therapeutics, Inc.","58.93","$2.7B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bold",
"AUDC","AudioCodes Ltd.","24.35","$710.42M","1999","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/audc",
"AEYE","AudioEye, Inc.","5.09","$39.01M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/aeye",
"AUPH","Aurinia Pharmaceuticals Inc","7.98","$752.39M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/auph",
